npz_path,gloss,label_id,n_frames,hand_null_ratio,avg_hand_conf
isl_landmarks/64213__a6f25f7a.npz,YEAR,1992,97,0.2680,0.7320
isl_landmarks/64218__8207de43.npz,YEAR,1992,58,0.0000,1.0000
isl_landmarks/64219__2ea1575b.npz,YEAR,1992,27,0.0000,1.0000
isl_landmarks/64224__df0de41b.npz,YEAR,1992,94,0.5106,0.4894
isl_landmarks/64262__0f0bcbc1.npz,YELLOW,1993,75,0.5067,0.4933
isl_landmarks/64263__f0ef73e2.npz,YELLOW,1993,55,0.4364,0.5636
isl_landmarks/64264__cb7f5b11.npz,YELLOW,1993,89,0.4045,0.5955
isl_landmarks/64266__96693def.npz,YELLOW,1993,45,0.0000,1.0000
isl_landmarks/64271__1fe65586.npz,YELLOW,1993,87,0.4828,0.5172
isl_landmarks/64280__ed6512ff.npz,YES,1994,63,0.5714,0.4286
isl_landmarks/64283__722be79c.npz,YES,1994,22,0.5909,0.4091
isl_landmarks/64284__df775dcd.npz,YES,1994,56,0.3750,0.6250
isl_landmarks/64287__e0f54544.npz,YES,1994,68,0.2647,0.7353
isl_landmarks/64288__45f3c75d.npz,YES,1994,54,0.3148,0.6852
isl_landmarks/64291__2ea0c96b.npz,YES,1994,55,0.0182,0.9818
isl_landmarks/64292__c5183c47.npz,YES,1994,47,0.0213,0.9787
isl_landmarks/64293__56db88c0.npz,YES,1994,53,0.0000,1.0000
isl_landmarks/64300__d9f70727.npz,YES,1994,90,0.5222,0.4778
isl_landmarks/64305__46bb886c.npz,YESTERDAY,1995,62,0.4032,0.5968
isl_landmarks/64306__808c4054.npz,YESTERDAY,1995,65,0.3231,0.6769
isl_landmarks/64307__9cf9f661.npz,YESTERDAY,1995,55,0.2909,0.7091
isl_landmarks/64308__dd89216e.npz,YESTERDAY,1995,40,0.2000,0.8000
isl_landmarks/64309__bbdb5c76.npz,YESTERDAY,1995,73,0.3151,0.6849
isl_landmarks/64311__b7da1d6c.npz,YESTERDAY,1995,47,0.0000,1.0000
isl_landmarks/64315__ee5d1aab.npz,YESTERDAY,1995,109,0.4954,0.5046
isl_landmarks/64381__0c556d8c.npz,YOU,1996,63,0.5873,0.4127
isl_landmarks/64382__ba92cc64.npz,YOU,1996,61,0.5246,0.4754
isl_landmarks/64383__a5b6b707.npz,YOU,1996,80,0.3250,0.6750
isl_landmarks/64385__e6190728.npz,YOU,1996,51,0.0000,1.0000
isl_landmarks/64391__3fe8b646.npz,YOU,1996,81,0.5802,0.4198
isl_landmarks/64411__cd607641.npz,YOUNG,1997,88,0.5909,0.4091
isl_landmarks/64413__e581e5b2.npz,YOUNG,1997,42,0.2857,0.7143
isl_landmarks/64414__31425169.npz,YOUNG,1997,70,0.1143,0.8857
isl_landmarks/64416__8fa5b4f0.npz,YOUNG,1997,48,0.0000,1.0000
isl_landmarks/64419__747ae917.npz,YOUNG,1997,66,0.4697,0.5303
isl_landmarks/64427__f81629f9.npz,YOUR,1998,100,0.4400,0.5600
isl_landmarks/64428__ea5148c1.npz,YOUR,1998,89,0.5506,0.4494
isl_landmarks/64429__2c95dd7a.npz,YOUR,1998,38,0.3158,0.6842
isl_landmarks/64430__3c2080eb.npz,YOUR,1998,86,0.2558,0.7442
isl_landmarks/64433__e8eac47b.npz,YOUR,1998,31,0.0000,1.0000
isl_landmarks/64434__d1157143.npz,YOUR,1998,36,0.0000,1.0000
isl_landmarks/64446__6e87681d.npz,YOURSELF,1999,44,0.3182,0.6818
isl_landmarks/64447__ceba7deb.npz,YOURSELF,1999,43,0.3256,0.6744
isl_landmarks/64448__c70a30dc.npz,YOURSELF,1999,74,0.4730,0.5270
isl_landmarks/64451__b6618b44.npz,YOURSELF,1999,29,0.0000,1.0000
isl_landmarks/64544__a4ef8c94.npz,ZERO,2000,51,0.2941,0.7059
isl_landmarks/64547__d7bf4070.npz,ZERO,2000,28,0.0000,1.0000
isl_landmarks/64551__7b0f135f.npz,ZERO,2000,57,0.3684,0.6316
isl_landmarks/65002__4b71a51c.npz,ABOUT,5,72,0.5556,0.4444
isl_landmarks/65003__b0806d03.npz,ABOUT,5,47,0.2766,0.7234
isl_landmarks/65004__a05757e8.npz,ABOVE,6,64,0.4688,0.5312
isl_landmarks/65006__9108cf3e.npz,ACCENT,7,62,0.5000,0.5000
isl_landmarks/65007__4571ee4c.npz,ACCEPT,8,49,0.4898,0.5102
isl_landmarks/65009__55b13f8a.npz,ACCIDENT,9,56,0.4107,0.5893
isl_landmarks/65010__a2d8c911.npz,ACCOMPLISH,10,72,0.5000,0.5000
isl_landmarks/65011__140c7ba9.npz,ACCOUNTANT,11,71,0.4789,0.5211
isl_landmarks/65014__3e7e842d.npz,ACT,13,61,0.4754,0.5246
isl_landmarks/65015__1c189a7b.npz,ACTION,14,73,0.5479,0.4521
isl_landmarks/65016__b06f2e4c.npz,ACTIVITY,16,57,0.4912,0.5088
isl_landmarks/65017__4f3c243c.npz,ACTOR,17,75,0.5600,0.4400
isl_landmarks/65018__164b8423.npz,ADD,19,73,0.4384,0.5616
isl_landmarks/65020__925ce770.npz,ADMIRE,23,64,0.5938,0.4062
isl_landmarks/65021__48aa86f0.npz,ADMIT,24,43,0.4884,0.5116
isl_landmarks/65022__e864d92b.npz,ADOPT,25,58,0.4655,0.5345
isl_landmarks/65024__50e2363f.npz,ADULT,26,71,0.5634,0.4366
isl_landmarks/65025__cac95004.npz,ADVANTAGE,28,44,0.4318,0.5682
isl_landmarks/65029__bc1b52d8.npz,AFRICA,32,66,0.5152,0.4848
isl_landmarks/65030__b70f648b.npz,AFTER,33,73,0.3836,0.6164
isl_landmarks/65031__7851c5c4.npz,AFTERNOON,34,59,0.5593,0.4407
isl_landmarks/65032__df5dbcff.npz,AGAIN,35,56,0.5000,0.5000
isl_landmarks/65033__a41890bf.npz,AGAINST,36,63,0.4762,0.5238
isl_landmarks/65037__0e8b9a18.npz,AGREEMENT,41,52,0.3462,0.6538
isl_landmarks/65038__bd88696c.npz,AIRPLANE,45,59,0.4746,0.5254
isl_landmarks/65040__1804409e.npz,ALARM,46,51,0.4314,0.5686
isl_landmarks/65043__7286d3f1.npz,ALL,49,61,0.4590,0.5410
isl_landmarks/65050__19442f32.npz,ALLERGY,51,80,0.5750,0.4250
isl_landmarks/65051__797b39a0.npz,ALLERGY,51,87,0.5862,0.4138
isl_landmarks/65052__ef533876.npz,ALLOW,53,59,0.4237,0.5763
isl_landmarks/65053__24b562f3.npz,ALLOW,53,63,0.5873,0.4127
isl_landmarks/65054__41fca158.npz,ALLOW,53,43,0.3953,0.6047
isl_landmarks/65056__771d76c1.npz,ALMOST,54,90,0.5333,0.4667
isl_landmarks/65057__bfdfa782.npz,ALONE,55,45,0.4667,0.5333
isl_landmarks/65058__c128a65e.npz,ALPHABET,56,49,0.5102,0.4898
isl_landmarks/65059__3b254b16.npz,ALSO,58,50,0.3800,0.6200
isl_landmarks/65061__8b0266ad.npz,ALWAYS,59,60,0.5500,0.4500
isl_landmarks/65063__e710546e.npz,AMAZING,60,58,0.3966,0.6034
isl_landmarks/65064__2d678b3a.npz,AMERICA,61,47,0.4681,0.5319
isl_landmarks/65066__29f9889f.npz,ANALYZE,63,58,0.4828,0.5172
isl_landmarks/65067__7e32e6c8.npz,AND,65,68,0.5441,0.4559
isl_landmarks/65071__45f80867.npz,ANGEL,66,49,0.4082,0.5918
isl_landmarks/65072__6bbffd62.npz,ANGRY,68,73,0.5068,0.4932
isl_landmarks/65073__5a713c34.npz,ANIMAL,69,62,0.4032,0.5968
isl_landmarks/65074__27287c1c.npz,ANNOUNCE,71,43,0.3953,0.6047
isl_landmarks/65076__0dd5fe6a.npz,ANSWER,74,49,0.4490,0.5510
isl_landmarks/65081__b7d54b89.npz,APART,77,62,0.4839,0.5161
isl_landmarks/65082__5f130cc3.npz,APOSTROPHE,79,59,0.5424,0.4576
isl_landmarks/65083__91966cf5.npz,APPEAR,80,64,0.4688,0.5312
isl_landmarks/65084__6d29bbf6.npz,APPLE,82,62,0.5000,0.5000
isl_landmarks/65085__ad1bf666.npz,APPLE,82,70,0.5571,0.4429
isl_landmarks/65086__52b72fbb.npz,APPLE,82,76,0.4737,0.5263
isl_landmarks/65087__c144fc29.npz,APPOINTMENT,83,46,0.4130,0.5870
isl_landmarks/65088__39f22c4f.npz,APPROACH,85,63,0.3968,0.6032
isl_landmarks/65091__5b400282.npz,AREA,90,66,0.3788,0.6212
isl_landmarks/65092__7912766c.npz,ARGUE,91,63,0.4603,0.5397
isl_landmarks/65093__d2e4aa6d.npz,ARIZONA,92,57,0.4737,0.5263
isl_landmarks/65094__a80051e7.npz,ARM,93,53,0.3774,0.6226
isl_landmarks/65095__d8e7532c.npz,ARMY,94,73,0.3151,0.6849
isl_landmarks/65096__30d5fefb.npz,ARRIVE,97,72,0.4444,0.5556
isl_landmarks/65097__4c9f7345.npz,ART,99,71,0.5775,0.4225
isl_landmarks/65098__cdac7b90.npz,ARTICLE,100,56,0.5536,0.4464
isl_landmarks/65100__47f0c5eb.npz,ASIA,102,70,0.5000,0.5000
isl_landmarks/65101__ccfe428f.npz,ASK,103,60,0.5667,0.4333
isl_landmarks/65107__e55d4e09.npz,ATTENTION,109,57,0.4035,0.5965
isl_landmarks/65108__687e7361.npz,ATTITUDE,110,48,0.4583,0.5417
isl_landmarks/65110__3645d785.npz,AUNT,118,59,0.5424,0.4576
isl_landmarks/65111__d6cbd5f6.npz,AUSTRALIA,119,58,0.5862,0.4138
isl_landmarks/65113__0630869b.npz,AUTUMN,123,56,0.4643,0.5357
isl_landmarks/65114__46ad41a8.npz,AVOID,126,50,0.4200,0.5800
isl_landmarks/65116__627deee8.npz,AWAKE,127,76,0.5132,0.4868
isl_landmarks/65117__149da8bd.npz,AWAY,130,58,0.5862,0.4138
isl_landmarks/65118__de8e7e5d.npz,AWFUL,131,51,0.5294,0.4706
isl_landmarks/65119__ed43cea9.npz,BABY,134,68,0.3382,0.6618
isl_landmarks/65120__a8ca8add.npz,BACK,136,60,0.5333,0.4667
isl_landmarks/65122__da443a7f.npz,BACKGROUND,137,62,0.3871,0.6129
isl_landmarks/65123__dc8e458d.npz,BACKPACK,138,50,0.4200,0.5800
isl_landmarks/65124__62051a60.npz,BACON,139,55,0.3636,0.6364
isl_landmarks/65125__443d820f.npz,BAD,140,55,0.5273,0.4727
isl_landmarks/65127__0f84c46d.npz,BAKE,141,64,0.4062,0.5938
isl_landmarks/65128__56939ac6.npz,BAKE,141,60,0.4667,0.5333
isl_landmarks/65129__8e919a48.npz,BALANCE,142,94,0.5851,0.4149
isl_landmarks/65131__74dc48d7.npz,BALL,144,58,0.4655,0.5345
isl_landmarks/65132__eb182f04.npz,BALLOON,145,46,0.3043,0.6957
isl_landmarks/65133__c743e29b.npz,BALLOON,145,50,0.3600,0.6400
isl_landmarks/65134__229ebd12.npz,BANANA,146,73,0.5616,0.4384
isl_landmarks/65135__4ad73197.npz,BANANA,146,47,0.3191,0.6809
isl_landmarks/65137__6488c134.npz,BAR,149,39,0.5128,0.4872
isl_landmarks/65138__05217a10.npz,BARELY,150,73,0.5479,0.4521
isl_landmarks/65139__e5373213.npz,BARK,151,48,0.3542,0.6458
isl_landmarks/65140__f37c78ac.npz,BASEBALL,152,64,0.5312,0.4688
isl_landmarks/65141__f6947185.npz,BASEBALL,152,76,0.3947,0.6053
isl_landmarks/65142__60b98dfb.npz,BASEMENT,153,68,0.3824,0.6176
isl_landmarks/65143__42671bb7.npz,BASIC,154,49,0.3061,0.6939
isl_landmarks/65144__e55e6958.npz,BASKETBALL,155,53,0.4906,0.5094
isl_landmarks/65145__5c3a35f6.npz,BASKETBALL,155,47,0.3830,0.6170
isl_landmarks/65147__0cdae62a.npz,BATH,156,54,0.4815,0.5185
isl_landmarks/65148__a9510c91.npz,BATHROOM,157,63,0.4921,0.5079
isl_landmarks/65149__a92754b2.npz,BATTERY,158,59,0.4576,0.5424
isl_landmarks/65155__c8d3889e.npz,BEAR,160,58,0.5000,0.5000
isl_landmarks/65156__519bfd8f.npz,BEARD,161,59,0.3220,0.6780
isl_landmarks/65159__d3d8d62b.npz,BECAUSE,163,62,0.5161,0.4839
isl_landmarks/65160__c6f6c576.npz,BECOME,164,54,0.4074,0.5926
isl_landmarks/65161__f67f4296.npz,BED,165,58,0.4828,0.5172
isl_landmarks/65162__e0e97339.npz,BED,165,53,0.4528,0.5472
isl_landmarks/65164__e3d75955.npz,BEDROOM,166,71,0.4930,0.5070
isl_landmarks/65165__1f960476.npz,BEE,167,70,0.5000,0.5000
isl_landmarks/65166__6272f79e.npz,BEER,168,42,0.5000,0.5000
isl_landmarks/65167__a94d6742.npz,BEFORE,169,58,0.5000,0.5000
isl_landmarks/65168__51d4d4c4.npz,BEG,170,62,0.4839,0.5161
isl_landmarks/65169__822cee50.npz,BEHIND,173,63,0.4921,0.5079
isl_landmarks/65170__86933a62.npz,BELIEVE,175,75,0.4933,0.5067
isl_landmarks/65171__25ed8f8e.npz,BELIEVE,175,59,0.4746,0.5254
isl_landmarks/65173__de343a66.npz,BELT,178,90,0.5333,0.4667
isl_landmarks/65176__2c6a0a14.npz,BERRY,180,44,0.3864,0.6136
isl_landmarks/65179__9d33a8d9.npz,BETTER,184,56,0.5536,0.4464
isl_landmarks/65180__7adb3091.npz,BETWEEN,185,46,0.2826,0.7174
isl_landmarks/65181__4531f86a.npz,BICYCLE,187,59,0.4068,0.5932
isl_landmarks/65182__e4324e36.npz,BIG,188,57,0.4561,0.5439
isl_landmarks/65183__99329de3.npz,BIG,188,61,0.5738,0.4262
isl_landmarks/65185__447be500.npz,BINOCULARS,190,60,0.5833,0.4167
isl_landmarks/65186__ebe6f86e.npz,BIOLOGY,191,48,0.3333,0.6667
isl_landmarks/65189__fe94db04.npz,BIRTH,193,47,0.4043,0.5957
isl_landmarks/65190__a41cf935.npz,BIRTH,193,63,0.4286,0.5714
isl_landmarks/65192__c5e48224.npz,BIRTHDAY,194,62,0.4677,0.5323
isl_landmarks/65199__0422bb63.npz,BITE,195,61,0.5082,0.4918
isl_landmarks/65200__3f2e7323.npz,BLACK,197,47,0.3830,0.6170
isl_landmarks/65202__2312a1ae.npz,BLAME,198,73,0.5890,0.4110
isl_landmarks/65204__aa969a98.npz,BLANKET,199,64,0.5781,0.4219
isl_landmarks/65205__c86cefd5.npz,BLANKET,199,54,0.5926,0.4074
isl_landmarks/65206__54458d8c.npz,BLESS,201,61,0.4262,0.5738
isl_landmarks/65209__eb312c22.npz,BLIND,202,56,0.5714,0.4286
isl_landmarks/65212__c3129118.npz,BLOOD,203,73,0.5479,0.4521
isl_landmarks/65216__8a14f963.npz,BLUE,205,59,0.5763,0.4237
isl_landmarks/65221__b9b8c07f.npz,BOAT,207,73,0.5205,0.4795
isl_landmarks/65222__8cc6dea2.npz,BODY,208,56,0.5714,0.4286
isl_landmarks/65224__da18763b.npz,BONE,210,61,0.5082,0.4918
isl_landmarks/65226__22d47b34.npz,BOOTS,214,60,0.5667,0.4333
isl_landmarks/65230__558d942f.npz,BORROW,216,44,0.4091,0.5909
isl_landmarks/65231__14c5c7c9.npz,BOSS,217,59,0.5424,0.4576
isl_landmarks/65233__42ca3636.npz,BOTH,218,52,0.4615,0.5385
isl_landmarks/65234__857a3136.npz,BOTHER,219,78,0.4872,0.5128
isl_landmarks/65235__794ab3b9.npz,BOTTLE,220,59,0.5424,0.4576
isl_landmarks/65240__99ad44aa.npz,BOWL,222,66,0.5606,0.4394
isl_landmarks/65241__2abe9c50.npz,BOWLING,223,61,0.5082,0.4918
isl_landmarks/65242__1ee670f8.npz,BOWLING,223,90,0.5556,0.4444
isl_landmarks/65244__8d065be7.npz,BOX,224,59,0.5254,0.4746
isl_landmarks/65245__6e47203d.npz,BOY,226,63,0.5556,0.4444
isl_landmarks/65246__d6a0da26.npz,BRA,228,73,0.4795,0.5205
isl_landmarks/65247__13e3562e.npz,BRACELET,229,44,0.3409,0.6591
isl_landmarks/65248__c525d9f9.npz,BRAG,230,63,0.5079,0.4921
isl_landmarks/65251__6a296f64.npz,BRAVE,233,48,0.3750,0.6250
isl_landmarks/65253__abb6d962.npz,BREAKDOWN,236,73,0.4932,0.5068
isl_landmarks/65256__8658d53b.npz,BREATHE,238,61,0.3279,0.6721
isl_landmarks/65259__e683938c.npz,BRIDGE,241,72,0.5556,0.4444
isl_landmarks/65260__009fa128.npz,BRING,244,60,0.5167,0.4833
isl_landmarks/65262__7c5b4b0e.npz,BROTHER,247,71,0.4789,0.5211
isl_landmarks/65267__9f7bfa6b.npz,BUG,251,71,0.5634,0.4366
isl_landmarks/65268__3dbee3b6.npz,BUILD,252,63,0.4921,0.5079
isl_landmarks/65275__5b5efc40.npz,BUSINESS,259,53,0.3585,0.6415
isl_landmarks/65277__1a47021f.npz,BUSY,260,47,0.5106,0.4894
isl_landmarks/65278__5ce7b419.npz,BUT,261,60,0.5667,0.4333
isl_landmarks/65279__4d2611f1.npz,BUTTER,262,58,0.4138,0.5862
isl_landmarks/65280__6476e8ce.npz,BUTTERFLY,263,68,0.5000,0.5000
isl_landmarks/65282__3fece13b.npz,BUY,265,61,0.5738,0.4262
isl_landmarks/65284__7b751634.npz,CAFETERIA,269,51,0.4314,0.5686
isl_landmarks/65285__315493dc.npz,CAKE,270,62,0.5645,0.4355
isl_landmarks/65289__ebcda872.npz,CALIFORNIA,274,77,0.5584,0.4416
isl_landmarks/65290__1a2ea47e.npz,CALL,275,56,0.5714,0.4286
isl_landmarks/65292__b2e13125.npz,CAMERA,278,68,0.5735,0.4265
isl_landmarks/65293__107e07b9.npz,CAMPING,280,73,0.4521,0.5479
isl_landmarks/65297__db98fd1a.npz,CANDLE,285,66,0.2879,0.7121
isl_landmarks/65299__43e15d9c.npz,CANDY,286,62,0.5968,0.4032
isl_landmarks/65300__7e346c2c.npz,CANDY,286,64,0.3906,0.6094
isl_landmarks/65301__b91ddda0.npz,CANNOT,287,71,0.5915,0.4085
isl_landmarks/65303__df407fe4.npz,CAPTION,290,66,0.3636,0.6364
isl_landmarks/65304__b9ef84da.npz,CARD,292,65,0.6000,0.4000
isl_landmarks/65306__33cf46fe.npz,CAREFUL,295,52,0.5000,0.5000
isl_landmarks/65307__4278edcb.npz,CAREFUL,295,56,0.3750,0.6250
isl_landmarks/65308__307e2098.npz,CARROT,298,68,0.4265,0.5735
isl_landmarks/65312__04be74b7.npz,CAT,300,49,0.5918,0.4082
isl_landmarks/65313__3ed37904.npz,CAT,300,61,0.4754,0.5246
isl_landmarks/65314__5a655968.npz,CATCH,301,59,0.5593,0.4407
isl_landmarks/65316__5e5a55a8.npz,CATHOLIC,304,53,0.5283,0.4717
isl_landmarks/65320__ea950eea.npz,CEILING,306,55,0.4909,0.5091
isl_landmarks/65321__1d0cdfc7.npz,CELEBRATE,307,61,0.3770,0.6230
isl_landmarks/65322__a28a80f6.npz,CEMETERY,308,61,0.5738,0.4262
isl_landmarks/65323__5addca5c.npz,CENT,309,63,0.4921,0.5079
isl_landmarks/65324__544c8ad0.npz,CENTER,310,63,0.5238,0.4762
isl_landmarks/65325__7b1ad77b.npz,CEREAL,311,64,0.5625,0.4375
isl_landmarks/65326__b34bd3d2.npz,CERTIFICATE,312,67,0.4776,0.5224
isl_landmarks/65327__ed77b21e.npz,CHAIN,313,56,0.4464,0.5536
isl_landmarks/65328__f47763aa.npz,CHAIR,314,59,0.4576,0.5424
isl_landmarks/65329__eb933964.npz,CHALLENGE,315,59,0.4915,0.5085
isl_landmarks/65331__e1f44b0b.npz,CHANCE,317,53,0.3585,0.6415
isl_landmarks/65337__ecff9f41.npz,CHASE,321,61,0.5738,0.4262
isl_landmarks/65338__90f9980b.npz,CHAT,322,59,0.5424,0.4576
isl_landmarks/65342__cebddde2.npz,CHEAT,324,62,0.4032,0.5968
isl_landmarks/65343__4a7918d7.npz,CHECK,325,75,0.5333,0.4667
isl_landmarks/65345__e98a65bf.npz,CHEESE,327,65,0.5846,0.4154
isl_landmarks/65347__2e64d1c6.npz,CHERRY,330,47,0.5106,0.4894
isl_landmarks/65349__90aed05d.npz,CHICKEN,332,90,0.5889,0.4111
isl_landmarks/65354__816a0511.npz,CHOCOLATE,336,64,0.5156,0.4844
isl_landmarks/65355__7d32d7c5.npz,CHOP,341,66,0.5606,0.4394
isl_landmarks/65356__5d196fca.npz,CHRISTIAN,343,52,0.3654,0.6346
isl_landmarks/65359__4d5ce05f.npz,CIGARETTE,346,56,0.3571,0.6429
isl_landmarks/65360__a0cf7953.npz,CIRCLE,347,63,0.4444,0.5556
isl_landmarks/65362__d1b76902.npz,CITY,348,60,0.5000,0.5000
isl_landmarks/65365__0fd03830.npz,CLEAN,351,73,0.5753,0.4247
isl_landmarks/65366__58762168.npz,CLEAR,352,61,0.5902,0.4098
isl_landmarks/65372__9bb40426.npz,CLOWN,361,60,0.4000,0.6000
isl_landmarks/65373__3792d152.npz,COCHLEAR IMPLANT,366,57,0.3684,0.6316
isl_landmarks/65374__a8eea03e.npz,COCONUT,367,55,0.2727,0.7273
isl_landmarks/65375__ac7bd015.npz,COFFEE,368,64,0.4219,0.5781
isl_landmarks/65377__29ce5c6c.npz,COLD,369,46,0.4348,0.5652
isl_landmarks/65379__53f23177.npz,COLLEGE,371,73,0.4247,0.5753
isl_landmarks/65381__3d94ee4c.npz,COMFORTABLE,376,73,0.4932,0.5068
isl_landmarks/65382__dc480680.npz,COMMENT,379,66,0.5606,0.4394
isl_landmarks/65393__a3261f8a.npz,CONCERN,396,79,0.5570,0.4430
isl_landmarks/65396__3b885b81.npz,CONFUSED,399,81,0.5309,0.4691
isl_landmarks/65397__f67727af.npz,CONNECT,402,50,0.3800,0.6200
isl_landmarks/65398__0ac5bec6.npz,CONSUME,407,56,0.5893,0.4107
isl_landmarks/65401__76dfe447.npz,CONVINCE,416,48,0.5208,0.4792
isl_landmarks/65402__31498129.npz,COOL,419,53,0.2830,0.7170
isl_landmarks/65408__0c8e9455.npz,CORN,423,63,0.5873,0.4127
isl_landmarks/65409__0788928f.npz,CORN,423,54,0.3333,0.6667
isl_landmarks/65412__4799c54d.npz,COUNSEL,429,72,0.5972,0.4028
isl_landmarks/65413__f2c8eb88.npz,COUNT,431,49,0.3673,0.6327
isl_landmarks/65414__5778aa05.npz,COUNTRY,432,56,0.2500,0.7500
isl_landmarks/65416__2a742aa5.npz,COVER,435,48,0.3125,0.6875
isl_landmarks/65420__f75d3a0e.npz,CRAVE,440,77,0.5974,0.4026
isl_landmarks/65425__feca8672.npz,CROCODILE,443,55,0.3636,0.6364
isl_landmarks/65427__03b73af6.npz,CRY,448,54,0.3704,0.6296
isl_landmarks/65431__5c147dc2.npz,CURRICULUM,453,76,0.4211,0.5789
isl_landmarks/65434__eb57e4d6.npz,DANCE,463,69,0.5652,0.4348
isl_landmarks/65437__7f6f3acf.npz,DANGEROUS,466,63,0.4921,0.5079
isl_landmarks/65438__70c2c99a.npz,DANGEROUS,466,52,0.4231,0.5769
isl_landmarks/65439__3b28a36b.npz,DARK,467,60,0.4833,0.5167
isl_landmarks/65440__70f9b39a.npz,DARK,467,62,0.5161,0.4839
isl_landmarks/65442__966c4984.npz,DATE,468,60,0.4500,0.5500
isl_landmarks/65443__ab1415da.npz,DAUGHTER,469,52,0.4808,0.5192
isl_landmarks/65444__4bf62ab4.npz,DAY,471,70,0.5143,0.4857
isl_landmarks/65445__df1582c4.npz,DEAF,473,52,0.4808,0.5192
isl_landmarks/65449__c9cec33c.npz,DECIDE,478,54,0.5370,0.4630
isl_landmarks/65451__e55bd463.npz,DECORATE,479,73,0.5479,0.4521
isl_landmarks/65453__5c297d50.npz,DEEP,482,76,0.5658,0.4342
isl_landmarks/65454__f18d8401.npz,DEGREE,486,64,0.5469,0.4531
isl_landmarks/65457__dde25638.npz,DELICIOUS,488,62,0.4516,0.5484
isl_landmarks/65458__dbaf9eca.npz,DEMAND,490,46,0.3913,0.6087
isl_landmarks/65461__87efc7a7.npz,DENY,494,94,0.5745,0.4255
isl_landmarks/65462__f27b6ad0.npz,DEODORANT,495,81,0.5185,0.4815
isl_landmarks/65464__3bda0692.npz,DEPARTMENT,496,64,0.5312,0.4688
isl_landmarks/65465__255a4030.npz,DEPEND,497,57,0.5614,0.4386
isl_landmarks/65467__53b60372.npz,DESERT,502,72,0.4583,0.5417
isl_landmarks/65468__e28ef3cb.npz,DESIGN,503,61,0.4918,0.5082
isl_landmarks/65473__20fa6c70.npz,DEVELOP,510,53,0.5094,0.4906
isl_landmarks/65476__49683534.npz,DIAMOND,513,48,0.2500,0.7500
isl_landmarks/65477__66b986d2.npz,DIAPER,514,61,0.5738,0.4262
isl_landmarks/65479__8d38bccc.npz,DIE,518,60,0.5167,0.4833
isl_landmarks/65480__8d1cb3c9.npz,DIFFERENT,519,40,0.3250,0.6750
isl_landmarks/65483__7a4671f1.npz,DINOSAUR,525,53,0.3208,0.6792
isl_landmarks/65485__b4cf5e1e.npz,DIRTY,529,45,0.4000,0.6000
isl_landmarks/65488__74b63946.npz,DISCONNECT,533,55,0.4545,0.5455
isl_landmarks/65491__b9270eca.npz,DISCUSS,536,50,0.3600,0.6400
isl_landmarks/65492__c469acb5.npz,DISGUSTED,538,63,0.5397,0.4603
isl_landmarks/65495__88eb3cbe.npz,DIVE,542,90,0.5111,0.4889
isl_landmarks/65499__581ad091.npz,DIVIDE,543,45,0.3556,0.6444
isl_landmarks/65503__9f6a06e2.npz,DOCTOR,547,48,0.3542,0.6458
isl_landmarks/65504__6b8b4c64.npz,DOCTOR,547,48,0.4167,0.5833
isl_landmarks/65507__b8a034ca.npz,DOG,549,57,0.3684,0.6316
isl_landmarks/65510__a7e35f1a.npz,DOLL,550,49,0.4490,0.5510
isl_landmarks/65518__d18ec680.npz,DON'T WANT,553,45,0.3556,0.6444
isl_landmarks/65520__9bb00613.npz,DOOR,555,57,0.3509,0.6491
isl_landmarks/65523__aaabab0d.npz,DOUBLE,558,48,0.3750,0.6250
isl_landmarks/65526__2d7a13e1.npz,DOWN,560,50,0.3400,0.6600
isl_landmarks/65531__9e424d18.npz,DRAW,565,51,0.3922,0.6078
isl_landmarks/65533__c9ce30e7.npz,DREAM,567,51,0.3333,0.6667
isl_landmarks/65535__a6049bc5.npz,DRESS,568,44,0.4091,0.5909
isl_landmarks/65539__8714499e.npz,DRINK,569,44,0.5455,0.4545
isl_landmarks/65540__b3ac93e0.npz,DRINK,569,46,0.4783,0.5217
isl_landmarks/65542__e74e30a1.npz,DRIVE,570,47,0.4894,0.5106
isl_landmarks/65544__bd9a7e4a.npz,DROP,571,48,0.5833,0.4167
isl_landmarks/65549__2ebd13ba.npz,DRY,575,45,0.4444,0.5556
isl_landmarks/65551__3e555a65.npz,DUCK,576,46,0.3261,0.6739
isl_landmarks/65552__7acd707a.npz,DUE,577,79,0.5696,0.4304
isl_landmarks/65553__38de79d4.npz,DUMB,579,47,0.5106,0.4894
isl_landmarks/65554__9b852a4c.npz,DUTY,582,46,0.5435,0.4565
isl_landmarks/65556__4ec45c89.npz,CALL,275,50,0.5000,0.5000
isl_landmarks/65558__39256ca4.npz,COME HERE,375,49,0.5306,0.4694
isl_landmarks/65575__be81ac19.npz,PERFECT,1261,45,0.4444,0.5556
isl_landmarks/65577__718a47f9.npz,SCOLD,1514,46,0.4348,0.5652
isl_landmarks/65590__ddcf1ec9.npz,EAR,588,47,0.3830,0.6170
isl_landmarks/65591__a9922d4f.npz,EAR,588,83,0.5422,0.4578
isl_landmarks/65594__c1ec2ee9.npz,EARN,590,48,0.4792,0.5208
isl_landmarks/65595__4b57b8fe.npz,EARRING,591,69,0.5362,0.4638
isl_landmarks/65596__e57885da.npz,EARTHQUAKE,593,71,0.4507,0.5493
isl_landmarks/65600__1c97c28f.npz,EASY,596,69,0.5507,0.4493
